attenuation_db_km,core_diameter_um,tensile_strength_mpa,temperature_c,draw_speed_m_min,throughput_m,defect_flag,lag1_attenuation_db_km,lag1_core_diameter_um,lag1_tensile_strength_mpa,lag1_temperature_c,lag1_draw_speed_m_min,lag1_throughput_m,roll10_mean_attenuation_db_km,roll10_std_attenuation_db_km,roll10_mean_temperature_c,roll10_std_temperature_c,roll10_mean_draw_speed_m_min,roll10_std_draw_speed_m_min,attenuation_trend_up,line_LINE-A,line_LINE-B,line_LINE-C,product_DSF-1550,product_OM3-50,product_OM4-50,product_SMF-28,shift_day,grade_A,grade_B,grade_C
0.3295,8.911,702.2,21.82,902.0,4610.0,0,0.2194,9.18,868.5,24.75,972.8,3222.0,0.2656,0.059,21.768,1.8684,954.03,85.0659,1,False,False,True,True,False,False,False,True,False,False,True
0.0,8.46,776.6,18.58,913.1,2050.0,0,0.3295,8.911,702.2,21.82,902.0,4610.0,0.2672,0.0623,21.371,2.0921,948.86,85.9055,0,False,False,True,True,False,False,False,True,False,False,True
0.2875,8.789,840.0,18.04,927.7,1778.0,0,0.0,8.46,776.6,18.58,913.1,2050.0,0.2775,0.0562,21.181,2.3113,938.12,80.4672,0,False,False,True,True,False,False,False,True,False,False,True
0.2621,8.47,702.0,23.42,1039.2,4173.0,0,0.2875,8.789,840.0,18.04,927.7,1778.0,0.2714,0.0543,21.69,2.1698,939.14,81.8008,0,False,False,True,False,False,True,False,True,False,True,False
0.2136,9.268,896.9,23.67,1032.7,4278.0,0,0.2621,8.47,702.0,23.42,1039.2,4173.0,0.2733,0.0516,21.651,2.1256,954.14,84.024,0,False,False,True,False,False,False,True,True,True,False,False
0.2449,9.33,807.7,22.44,932.8,4129.0,0,0.2136,9.268,896.9,23.67,1032.7,4278.0,0.2757,0.0495,21.797,2.1245,945.22,80.6881,0,False,False,True,False,False,False,True,True,False,True,False
0.2961,8.302,759.7,19.15,1059.7,4217.0,0,0.2449,9.33,807.7,22.44,932.8,4129.0,0.2809,0.0488,21.551,2.2849,969.66,73.6723,0,False,False,True,False,False,True,False,True,False,False,True
0.231,8.854,768.4,22.29,1146.5,4695.0,0,0.2961,8.302,759.7,19.15,1059.7,4217.0,0.2685,0.0453,21.533,2.2776,978.29,88.931,0,False,False,True,False,False,False,True,True,False,True,False
0.2492,8.574,738.4,20.19,1174.5,1506.0,0,0.231,8.854,768.4,22.29,1146.5,4695.0,0.2593,0.0385,21.435,2.3157,1010.1,97.0115,0,False,False,True,True,False,False,False,True,False,True,False
0.3171,8.853,728.8,21.4,894.0,572.0,0,0.2492,8.574,738.4,20.19,1174.5,1506.0,0.2701,0.0396,21.1,2.0042,1002.22,103.3699,1,False,False,True,False,False,False,True,True,False,False,True
0.3488,8.954,843.6,21.03,1083.7,2683.0,0,0.3171,8.853,728.8,21.4,894.0,572.0,0.2723,0.0436,21.021,1.9882,1020.39,99.7003,1,False,False,True,False,True,False,False,True,False,False,True
0.2092,8.989,757.2,18.93,1005.8,1507.0,0,0.3488,8.954,843.6,21.03,1083.7,2683.0,0.266,0.0457,21.056,1.943,1029.66,92.6786,0,False,False,True,False,False,True,False,True,True,False,False
0.2987,8.589,898.5,19.05,1009.7,1373.0,0,0.2092,8.989,757.2,18.93,1005.8,1507.0,0.2671,0.0464,21.157,1.789,1037.86,86.0452,1,False,False,True,False,True,False,False,True,False,False,True
0.2818,9.108,758.1,19.63,818.9,3254.0,0,0.2987,8.589,898.5,19.05,1009.7,1373.0,0.269,0.0466,20.778,1.6525,1015.83,110.4146,1,False,False,True,False,False,True,False,True,False,False,True
0.3267,8.36,710.8,20.91,840.6,3165.0,0,0.2818,9.108,758.1,19.63,818.9,3254.0,0.2804,0.0453,20.502,1.311,996.62,123.1319,1,False,False,True,False,True,False,False,True,False,False,True
0.2759,8.643,849.2,23.55,972.6,4971.0,0,0.3267,8.36,710.8,20.91,840.6,3165.0,0.2834,0.0437,20.613,1.5232,1000.6,121.4719,0,False,False,True,False,False,False,True,True,False,True,False
0.2242,8.13,847.8,20.02,943.2,430.0,0,0.2759,8.643,849.2,23.55,972.6,4971.0,0.2763,0.0471,20.7,1.4536,988.95,120.7585,1,False,False,True,False,True,False,False,True,False,True,False
0.2187,8.561,870.3,18.94,1048.1,3893.0,0,0.2242,8.13,847.8,20.02,943.2,430.0,0.275,0.0486,20.365,1.4323,979.11,110.0262,0,False,False,True,False,False,False,True,True,True,False,False
0.2796,8.349,807.8,20.66,1199.6,4315.0,0,0.2187,8.561,870.3,18.94,1048.1,3893.0,0.2781,0.0477,20.412,1.4336,981.62,115.1461,0,False,False,True,False,False,False,True,True,False,True,False
0.3101,8.381,760.5,23.28,801.0,2532.0,0,0.2796,8.349,807.8,20.66,1199.6,4315.0,0.2774,0.0471,20.6,1.6797,972.32,126.2312,0,False,False,True,False,False,True,False,True,False,False,True
0.2227,8.237,800.0,23.08,992.2,1375.0,0,0.3101,8.381,760.5,23.28,801.0,2532.0,0.2648,0.0426,20.805,1.8541,963.17,120.4443,0,False,False,True,False,True,False,False,True,False,True,False
0.3262,8.55,735.7,22.8,865.7,2966.0,0,0.2227,8.237,800.0,23.08,992.2,1375.0,0.2765,0.0417,21.192,1.8229,949.16,123.0545,1,False,False,True,True,False,False,False,True,False,False,True
0.3378,9.493,833.4,22.38,892.3,2591.0,0,0.3262,8.55,735.7,22.8,865.7,2966.0,0.2804,0.0456,21.525,1.6872,937.42,122.2345,1,False,False,True,False,False,False,True,True,False,False,True
0.2118,8.279,724.8,20.13,883.6,1502.0,0,0.3378,9.493,833.4,22.38,892.3,2591.0,0.2734,0.0505,21.575,1.6313,943.89,116.8581,0,False,False,True,False,True,False,False,True,True,False,False
0.1803,8.797,719.4,19.21,1025.1,2872.0,0,0.2118,8.279,724.8,20.13,883.6,1502.0,0.2587,0.0544,21.405,1.7892,962.34,113.2473,0,False,False,True,True,False,False,False,True,True,False,False
0.2584,8.402,855.1,21.67,1019.1,2665.0,0,0.1803,8.797,719.4,19.21,1025.1,2872.0,0.257,0.0541,21.217,1.6305,966.99,114.6612,1,False,False,True,False,False,True,False,True,False,True,False
0.2594,9.279,894.1,20.44,1108.6,3082.0,0,0.2584,8.402,855.1,21.67,1019.1,2665.0,0.2605,0.0528,21.259,1.6014,983.53,122.5092,0,False,False,True,False,False,False,True,True,False,True,False
0.2109,8.044,787.4,23.6,1023.6,1237.0,0,0.2594,9.279,894.1,20.44,1108.6,3082.0,0.2597,0.0536,21.725,1.528,981.08,121.3136,0,False,False,True,False,False,True,False,True,True,False,False
0.2486,9.404,752.4,22.32,861.0,1446.0,0,0.2109,8.044,787.4,23.6,1023.6,1237.0,0.2566,0.0532,21.891,1.4891,947.22,98.6892,1,False,False,True,True,False,False,False,True,False,True,False
0.23,9.153,873.2,19.46,1082.9,2315.0,0,0.2486,9.404,752.4,22.32,861.0,1446.0,0.2486,0.0502,21.509,1.5803,975.41,92.3388,1,False,False,True,False,False,True,False,True,False,True,False
0.1802,8.016,759.3,23.85,930.4,2972.0,1,0.23,9.153,873.2,19.46,1082.9,2315.0,0.2444,0.0542,21.586,1.681,969.23,93.1547,0,False,False,True,False,True,False,False,True,True,False,False
0.1813,8.127,887.3,20.5,1123.8,3782.0,0,0.1802,8.016,759.3,23.85,930.4,2972.0,0.2299,0.0491,21.356,1.6535,995.04,96.9605,0,False,False,True,False,False,True,False,True,True,False,False
0.3409,9.373,726.2,19.36,909.1,3953.0,0,0.1813,8.127,887.3,20.5,1123.8,3782.0,0.2302,0.0498,21.054,1.7202,996.72,95.1104,1,False,False,True,False,False,False,True,True,False,False,True
0.2092,9.102,716.4,19.91,975.8,4076.0,0,0.3409,9.373,726.2,19.36,909.1,3953.0,0.2299,0.0499,21.032,1.7346,1005.94,87.0539,0,False,False,True,False,True,False,False,True,True,False,False
0.2013,9.302,742.1,24.82,952.4,1137.0,0,0.2092,9.102,716.4,19.91,975.8,4076.0,0.232,0.048,21.593,1.971,998.67,88.3027,0,False,False,True,False,False,True,False,True,True,False,False
0.2072,8.257,703.4,18.35,929.5,1068.0,0,0.2013,9.302,742.1,24.82,952.4,1137.0,0.2269,0.0476,21.261,2.2204,989.71,90.5174,1,False,False,True,True,False,False,False,True,True,False,False
0.2478,9.447,774.6,18.87,939.3,3709.0,0,0.2072,8.257,703.4,18.35,929.5,1068.0,0.2257,0.0469,21.104,2.3373,972.78,81.1587,1,False,False,True,False,False,True,False,True,False,True,False
0.2858,8.578,870.2,23.47,1041.5,2004.0,1,0.2478,9.447,774.6,18.87,939.3,3709.0,0.2332,0.0501,21.091,2.3222,974.57,82.5889,0,False,False,True,False,True,False,False,True,False,False,True
0.297,9.102,757.0,23.77,1087.8,1710.0,0,0.2858,8.578,870.2,23.47,1041.5,2004.0,0.2381,0.0539,21.236,2.4493,997.25,78.9989,1,False,False,True,True,False,False,False,True,False,False,True
0.3175,8.664,739.3,20.37,861.6,1850.0,0,0.297,9.102,757.0,23.77,1087.8,1710.0,0.2468,0.0593,21.327,2.3922,975.12,83.2233,1,False,False,True,False,True,False,False,True,False,False,True
0.283,9.242,873.9,24.9,848.5,2795.0,0,0.3175,8.664,739.3,20.37,861.6,1850.0,0.2571,0.0553,21.432,2.5341,966.93,91.7103,1,False,False,True,False,False,False,True,True,False,False,True
0.3458,8.83,708.6,24.32,1123.4,1600.0,0,0.283,9.242,873.9,24.9,848.5,2795.0,0.2736,0.0547,21.814,2.6626,966.89,91.6344,1,False,False,True,False,False,False,True,True,False,False,True
0.1901,9.37,704.5,23.15,821.2,2044.0,1,0.3458,8.83,708.6,24.32,1123.4,1600.0,0.2585,0.0548,22.193,2.5415,958.1,101.4807,0,False,False,True,False,False,True,False,True,True,False,False
0.2972,8.163,795.4,19.58,806.2,1800.0,0,0.1901,9.37,704.5,23.15,821.2,2044.0,0.2673,0.0531,22.16,2.5763,941.14,111.8376,1,False,False,True,True,False,False,False,True,False,False,True
0.2464,8.414,734.7,24.4,1187.0,1687.0,0,0.2972,8.163,795.4,19.58,806.2,1800.0,0.2718,0.0486,22.118,2.5312,964.6,136.3759,0,False,False,True,True,False,False,False,True,False,True,False
0.1836,8.313,891.9,23.44,843.1,1311.0,0,0.2464,8.414,734.7,24.4,1187.0,1687.0,0.2694,0.0525,22.627,2.1762,955.96,141.4878,0,False,False,True,False,False,False,True,True,True,False,False
0.2765,8.154,844.7,24.46,874.7,4276.0,0,0.1836,8.313,891.9,23.44,843.1,1311.0,0.2723,0.0519,23.186,1.787,949.5,143.789,0,False,False,True,False,True,False,False,True,False,True,False
0.3241,8.163,874.1,23.28,1141.3,1693.0,0,0.2765,8.154,844.7,24.46,874.7,4276.0,0.2761,0.0544,23.167,1.7847,959.48,153.9858,1,False,False,True,False,False,False,True,True,False,False,True
0.2793,8.655,862.0,22.34,1197.1,4857.0,0,0.3241,8.163,874.1,23.28,1141.3,1693.0,0.2744,0.0539,23.024,1.7883,970.41,167.4008,0,False,False,True,False,False,False,True,True,False,True,False
0.2632,8.788,776.5,18.02,1052.6,2893.0,0,0.2793,8.655,862.0,22.34,1197.1,4857.0,0.2689,0.0518,22.789,2.2663,989.51,164.4772,1,False,False,True,False,True,False,False,True,False,True,False
0.3304,9.371,855.6,22.66,1185.7,1374.0,0,0.2632,8.788,776.5,18.02,1052.6,2893.0,0.2737,0.0553,22.565,2.1418,1023.23,166.9036,1,False,False,True,False,True,False,False,True,False,False,True
0.2775,8.938,820.5,23.13,904.0,2803.0,1,0.3304,9.371,855.6,22.66,1185.7,1374.0,0.2668,0.0493,22.446,2.0651,1001.29,166.6931,1,False,False,True,False,False,True,False,True,False,True,False
0.2447,8.958,848.5,23.65,915.6,681.0,0,0.2775,8.938,820.5,23.13,904.0,2803.0,0.2723,0.0424,22.496,2.0899,1010.73,157.7968,0,False,False,True,False,False,False,True,True,False,True,False
0.2869,8.474,817.2,20.02,1193.0,4152.0,0,0.2447,8.958,848.5,23.65,915.6,681.0,0.2713,0.0418,22.54,2.0254,1049.41,149.2674,1,False,False,True,False,False,True,False,True,False,False,True
0.2717,8.072,765.2,21.93,882.0,2168.0,0,0.2869,8.474,817.2,20.02,1193.0,4152.0,0.2738,0.0409,22.293,1.9213,1018.91,149.1902,1,False,False,True,False,False,False,True,True,False,True,False
0.313,9.3,837.9,22.11,1174.6,3122.0,0,0.2717,8.072,765.2,21.93,882.0,2168.0,0.2867,0.0275,22.16,1.8786,1052.06,142.4627,0,False,False,True,True,False,False,False,True,False,False,True
0.3211,9.244,826.0,18.75,1039.3,1063.0,0,0.313,9.3,837.9,22.11,1174.6,3122.0,0.2912,0.0292,21.589,1.9675,1068.52,128.5204,1,False,False,True,False,False,True,False,True,False,False,True
0.2217,9.25,875.5,18.58,1093.4,4928.0,0,0.3211,9.244,826.0,18.75,1039.3,1063.0,0.281,0.0339,21.119,2.077,1063.73,126.3813,0,False,False,True,False,False,False,True,True,False,True,False
0.2096,8.308,715.1,19.58,836.6,1372.0,0,0.2217,9.25,875.5,18.58,1093.4,4928.0,0.274,0.0408,20.843,2.0801,1027.68,135.2177,0,False,False,True,False,True,False,False,True,True,False,False
0.0,9.285,860.5,21.42,1192.3,1435.0,0,0.2096,8.308,715.1,19.58,836.6,1372.0,0.2752,0.0431,21.183,1.8303,1041.65,144.9451,0,False,False,True,True,False,False,False,True,False,False,True
0.3434,8.064,733.6,23.86,1104.2,1060.0,0,0.0,9.285,860.5,21.42,1192.3,1435.0,0.2766,0.0453,21.303,1.9717,1033.5,138.0739,1,False,False,True,False,True,False,False,True,False,False,True
0.3029,8.565,708.1,21.33,1020.6,2344.0,0,0.3434,8.064,733.6,23.86,1104.2,1060.0,0.2794,0.0461,21.123,1.8657,1045.16,130.6463,0,False,False,True,False,False,False,True,True,False,False,True
0.3008,8.032,741.4,20.05,1007.3,4783.0,0,0.3029,8.565,708.1,21.33,1020.6,2344.0,0.2857,0.0446,20.763,1.6599,1054.33,123.5686,1,False,False,True,False,True,False,False,True,False,False,True
0.2275,8.967,752.9,20.19,976.9,3668.0,0,0.3008,8.032,741.4,20.05,1007.3,4783.0,0.2791,0.0486,20.78,1.6523,1032.72,115.2384,1,False,False,True,False,False,True,False,True,False,True,False
0.3478,8.43,747.5,19.35,826.8,841.0,0,0.2275,8.967,752.9,20.19,976.9,3668.0,0.2875,0.0536,20.522,1.6542,1027.2,124.2313,0,False,False,True,True,False,False,False,True,False,False,True
0.323,8.131,825.0,23.42,970.3,519.0,0,0.3478,8.43,747.5,19.35,826.8,841.0,0.2886,0.0543,20.653,1.8359,1006.77,113.6456,0,False,False,True,True,False,False,False,True,False,False,True
0.2018,9.448,877.6,18.02,1170.7,4629.0,0,0.323,8.131,825.0,23.42,970.3,519.0,0.2754,0.0596,20.58,1.9319,1019.91,124.8671,0,False,False,True,False,False,True,False,True,True,False,False
0.2457,8.167,813.2,22.92,801.5,2926.0,0,0.2018,9.448,877.6,18.02,1170.7,4629.0,0.2781,0.0574,21.014,1.9202,990.72,139.0874,0,False,False,True,False,True,False,False,True,False,True,False
0.3049,8.583,848.7,18.3,1081.7,2784.0,0,0.2457,8.167,813.2,22.92,801.5,2926.0,0.2886,0.0517,20.886,2.0637,1015.23,130.224,1,False,False,True,False,False,True,False,True,False,False,True
0.2784,9.156,718.2,24.22,1135.8,2212.0,0,0.3049,8.583,848.7,18.3,1081.7,2784.0,0.2876,0.0489,21.166,2.3184,1009.58,122.696,0,False,False,True,False,True,False,False,True,False,True,False
